M31N	RA	DEC	UVIT field	Each Epoch detection	Discovery JD	MAG	MAG_err	Filt	T2	T2_err	alternative names	F148W mag	F148W err	F148W upper limit	F172M mag	F172M err	F172M upper limit	F169M mag	F169M err	F169M upper limit	N219M mag	N219M err	N219M upper limit	N279N mag	N279N err	N279N upper limit
2001-10a	00 : 43 : 03.31	 + 41 : 12 : 11.5	1	N	2452186.41	17		R	50		WeCAPP N27, PACN-01-06, NMS-2	99	99	23.759	99	99	23.015	99	99	22.626	99	99	22.083	99	99	21.526
2001-09a	00 : 45 : 28.85	 + 41 : 54 : 10.1	8	N	2452160.5						RN M31N 2008-12a, n1-85	99	99	23.005	99	99	24.354				99	99	22.055	99	99	21.441
2001-08d	00 : 42 : 34.62	 + 41 : 18 : 13.0	1	N	2452150.6	16.7		R	12		WeCAPP N26	99	99	23.699	99	99	22.777	99	99	22.937	99	99	22.083	99	99	21.526
2001-08c	00 : 42 : 40.60	 + 41 : 07 : 59.9	1	N	2452147.39	17.9		r	47		PACN-01-04, WeCAPP N24	99	99	24.056	99	99	24.183	99	99	22.626	99	99	22.083	99	99	21.526
2001-08b	00 : 43 : 10.62	 + 41 : 17 : 58.0	1	N	2452148.67	17.3		r	144		PACN-01-03, WeCAPP N23	99	99	23.632	99	99	22.823	99	99	22.626	99	99	22.083	99	99	21.526
2001-08e	00 : 43 : 15.82	 + 41 : 29 : 12.0	2	N	2452137			r			[AEH2004] 50177	99	99	23.632	99	99	21.484				99	99	22.012	99	99	21.334
2001-08a	00 : 42 : 18.52	 + 41 : 12 : 39.3	1	N	2452136	17.1		r	22		PACN-01-02, WeCAPP N25	99	99	23.925	99	99	23.158	99	99	22.626	99	99	22.083	99	99	21.526
2001-07d	00 : 42 : 30.79	 + 41 : 14 : 36.1	1	N	2452115.65	18.7		R	213		WeCAPP N21, PACN-01-01	99	99	23.432	99	99	22.512	99	99	22.645	99	99	21.782	99	99	21.244
2001-07c	00 : 42 : 38.76	 + 41 : 14 : 44.4	1	N	2452097.56	18.2		R			WeCAPP N20	99	99	22.853	99	99	22.122	99	99	22.207	99	99	21.508	99	99	20.709
2001-07b	00 : 42 : 57.75	 + 41 : 08 : 12.3	1	N	2452094.56	18.1		R			RN M31N 1963-09c, WeCAPP N19	99	99	23.966	99	99	24.166	99	99	22.626	99	99	22.083	99	99	21.526
2001-07a	00 : 43 : 18.62	 + 41 : 09 : 49.0	1	N	2452094.56	18.7		R			WeCAPP N22	99	99	23.792	99	99	23.152	99	99	22.626	99	99	22.083	99	99	21.526
2001-02a	00 : 42 : 54.95	 + 41 : 16 : 09.2	1	N	2451944.32	17.2		R			WeCAPP N18	99	99	23.25	99	99	22.597	99	99	22.57	99	99	21.922	99	99	21.017
2001-01c	00 : 42 : 42.82	 + 41 : 15 : 55.2	1	N	2451940.33	16.6		R			WeCAPP N17	99	99	21.909	99	99	21.415	99	99	21.312	99	99	20.64	99	99	19.868
2001-01b	00 : 43 : 05.26	 + 41 : 19 : 08.2	1	N	2451929.32	17.4		R			WeCAPP N16	99	99	23.59	99	99	23.055	99	99	22.626	99	99	22.083	99	99	21.526
2001-01a	00 : 42 : 21.49	 + 41 : 07 : 47.3	1	N	2451929.32	17.1		R			WeCAPP N15	99	99	23.95	99	99	23.154	99	99	22.626	99	99	22.083	99	99	21.526
2000-11b	00 : 43 : 53.8	 + 40 : 55 : 43.5	6	N	2451854.46	19.5		r	55		PACN-00-07	99	99	23.107	99	99	22.373				99	99	22.434	99	99	22.307
2000-11a	00 : 43 : 56.08	 + 41 : 28 : 09.3	2	N	2451849.34	16.5		B	3			99	99	23.462	99	99	21.484				99	99	22.012	99	99	21.334
2000-10a	00 : 42 : 57.17	 + 41 : 07 : 15.4	1	N	2451838.22	17.2		R	14		NMS-1,PACN-00-06	99	99	24.191	99	99	23.37	99	99	22.626	99	99	22.083	99	99	21.526
2000-08e	00 : 43 : 08.9	 + 41 : 29 : 16.6	2	N	2451779.38	17.3		r	59		PACN-00-05	99	99	22.761	99	99	21.484				99	99	22.012	99	99	21.333
2000-08d	00 : 42 : 37.70	 + 41 : 17 : 37.8	1	N	2451763.66	17.5		R	31		WeCAPP N14, PACN-00-04	99	99	23.393	99	99	22.672	99	99	22.676	99	99	21.852	99	99	21.157
2000-08l	00 : 42 : 24.71	 + 41 : 02 : 12.6	1	N	2451762			r			[AEH2004] 95935	99	99	23.264	99	99	22.499	99	99	22.626	99	99	22.083	99	99	21.526
2000-08k	00 : 42 : 44.60	 + 40 : 57 : 04.5	6	N	2451762			r			[AEH2004] 93095	99	99	23.107	99	99	22.373				99	99	22.434	99	99	22.307
2000-08j	00 : 43 : 12.48	 + 40 : 54 : 06.0	6	N	2451762			r			[AEH2004] 89701	99	99	23.107	99	99	22.373				99	99	22.434	99	99	22.307
2000-08i	00 : 43 : 27.49	 + 40 : 57 : 16.1	6	N	2451762			r			[AEH2004] 88205	99	99	23.107	99	99	22.373				99	99	22.434	99	99	22.307
2000-08h	00 : 44 : 29.31	 + 41 : 35 : 42.5	2	N	2451762			r			[AEH2004] 42075	99	99	23.07	99	99	21.484				99	99	22.012	99	99	21.334
2000-08g	00 : 44 : 05.98	 + 41 : 22 : 19.4	2	N	2451762			r			[AEH2004] 6251	99	99	23.41	99	99	21.484				99	99	22.012	99	99	21.334
2000-08f	00 : 44 : 30.45	 + 41 : 18 : 13.5	7	N	2451762			r			[AEH2004] 2973	99	99	22.926	99	99	22.255				99	99	22.233	99	99	22.087
2000-08c	00 : 43 : 06.0	 + 41 : 30 : 48.3	2	N	2451761.63	18.2		r	199		PACN-00-02	99	99	22.761	99	99	21.484				99	99	22.012	99	99	21.333
2000-07b	00 : 42 : 44.65	 + 41 : 20 : 40.6	1	N	2451754.64	18.1		R	33		WeCAPP N12, PACN-00-03	99	99	23.969	99	99	23.066	99	99	22.626	99	99	22.083	99	99	21.526
2000-07a	00 : 42 : 43.97	 + 41 : 17 : 55.5	1	N	2451753	16.9		w	39		WeCAPP N11, PACN-00-01	99	99	23.323	99	99	22.389	99	99	22.484	99	99	21.711	99	99	20.965
2000-08b	00 : 42 : 46.75	 + 41 : 12 : 51.9	1	N	2451719.62	18.7		R			WeCAPP N10, Hornoch31	99	99	23.566	99	99	22.707	99	99	22.942	99	99	22.083	99	99	21.464
2000-06a	00 : 42 : 30.11	 + 41 : 15 : 27.3	1	N	2451719.62	18.1		R			WeCAPP N09	99	99	23.281	99	99	22.34	99	99	22.526	99	99	22.076	99	99	21.286
2000-08a	00 : 42 : 47.45	 + 41 : 15 : 07.8	1	N	2451719.62	18.6		R			WeCAPP N13, Hornoch30	99	99	22.887	99	99	21.999	99	99	22.041	99	99	21.544	99	99	20.641
1999-12e	00 : 42 : 48.08	 + 40 : 57 : 20.3	6	N	2451522			r			[AEH2004] 92933	99	99	23.107	99	99	22.373				99	99	22.434	99	99	22.307
1999-12d	00 : 42 : 31.15	 + 41 : 14 : 25.5	1	N	2451517			r			[AEH2004] 80951	99	99	23.323	99	99	22.49	99	99	22.629	99	99	22.033	99	99	21.455
1999-12c	00 : 41 : 46.98	 + 40 : 45 : 28.9	3	N	2451517			r			[AEH2004] 66538	99	99	22.833	99	99	22.069	99	99	23.822	99	99	22.362	99	99	21.869
1999-12b	00 : 42 : 05.65	 + 41 : 02 : 49.4	3	N	2451517			r			[AEH2004] 58826	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
1999-12a	00 : 43 : 33.16	 + 41 : 06 : 44.1	1	N	2451512			r			[AEH2004] 73732	99	99	24.111	99	99	24.204	99	99	22.626	99	99	22.083	99	99	21.526
1999-11a	00 : 43 : 06.7	 + 41 : 30 : 14.2	2	N	2451484.5	18.1		r	10		PACN-99-07	99	99	22.761	99	99	21.484				99	99	22.012	99	99	21.333
1999-10b	00 : 44 : 33.85	 + 41 : 37 : 27.8	2	N	2451455			r			[AEH2004] 39995	99	99	23.086	99	99	21.484				99	99	22.012	99	99	21.334
1999-10a	00 : 42 : 49.7	 + 41 : 16 : 32.0	1	N	2451454.7	17.5		w				99	99	22.451	99	99	21.9	99	99	21.731	99	99	21.254	99	99	20.489
1999-09c	00 : 43 : 44.19	 + 41 : 01 : 48.8	6	N	2451452			r			[AEH2004] 86283	99	99	23.107	99	99	22.373				99	99	22.434	99	99	22.307
1999-09a	00 : 43 : 15.9	 + 41 : 23 : 05.4	1	N	2451432.69	16.2		r	20		PACN-99-06	99	99	23.874	99	99	23.118	99	99	22.626	99	99	22.083	99	99	21.526
1999-09b	00 : 43 : 41.72	 + 41 : 01 : 04.4	6	N	2451432			r			[AEH2004] 86234	99	99	23.107	99	99	22.373				99	99	22.434	99	99	22.307
1999-08f	00 : 42 : 41.1	 + 41 : 19 : 12.2	1	N	2451420.8	17		w	32		PACN-99-05	99	99	23.755	99	99	23.163	99	99	22.94	99	99	22.083	99	99	21.463
1999-08e	00 : 42 : 22.3	 + 41 : 13 : 26.0	1	N	2451400.9	15.6		w	3		[AEH2004] 83479	99	99	23.521	99	99	22.924	99	99	22.936	99	99	22.083	99	99	21.484
1999-08d	00 : 42 : 46.1	 + 40 : 53 : 35.3	6	N	2451400.61	18.4		r	164		PACN-99-04	99	99	23.107	99	99	22.373				99	99	22.434	99	99	22.307
1999-08c	00 : 42 : 34.9	 + 41 : 08 : 24.5	1	N	2451395.71	17.8		r	60		PACN-99-03	99	99	23.934	99	99	23.191	99	99	22.626	99	99	22.083	99	99	21.526
1999-08b	00 : 44 : 39.2	 + 41 : 44 : 32.4	2	N	2451394.65	18.9		r	100		PACN-99-02, D31J04439.2+414433.1	99	99	23.735	99	99	21.484				99	99	22.012	99	99	21.334
1999-08a	00 : 43 : 27.2	 + 41 : 24 : 11.1	1	N	2451392.63	16.5		r	31		PACN-99-01	99	99	23.555	99	99	21.484	99	99	22.626	99	99	22.012	99	99	21.334
1999-07b	00 : 43 : 04.41	 + 41 : 19 : 35.9	1	N	2451379.5	17.3		Ha				99	99	23.754	99	99	22.795	99	99	22.626	99	99	22.083	99	99	21.526
1999-06b	00 : 43 : 01.85	 + 41 : 15 : 38.4	1	N	2451357.56	16.8		R			WeCAPP N08	99	99	23.686	99	99	22.981	99	99	22.771	99	99	22.083	99	99	21.455
1999-06a	00 : 42 : 49.69	 + 41 : 15 : 05.6	1	N	2451357.56	17.8		R			WeCAPP N07	99	99	23.045	99	99	22.321	99	99	22.16	99	99	21.597	99	99	21.031
1999-02a	00 : 42 : 49.65	 + 41 : 16 : 06.5	1	N	2451237.27	18.5		R			WeCAPP N06	99	99	22.676	99	99	22.255	99	99	21.801	99	99	21.251	99	99	20.535
1999-01d	00 : 43 : 35.55	 + 41 : 20 : 39.5	1	N	2451205.5	17.9		Ha				99	99	23.309	99	99	22.736	99	99	22.78	99	99	22.083	99	99	21.526
1999-01c	00 : 43 : 06.12	 + 41 : 13 : 41.3	1	N	2451205.5	18.3		Ha				99	99	23.747	99	99	22.895	99	99	22.626	99	99	22.083	99	99	21.526
1999-07a	00 : 42 : 41.21	 + 41 : 12 : 00.4	1	N	2451170	18		Ha				99	99	23.666	99	99	22.91	99	99	22.923	99	99	22.083	99	99	21.526
1999-01b	00 : 42 : 11.48	 + 41 : 17 : 32.6	1	N	2451165	18.2		Ha				99	99	23.264	99	99	22.499	99	99	22.626	99	99	22.083	99	99	21.526
1999-01a	00 : 42 : 43.82	 + 41 : 11 : 31.5	1	N	2451193.3	17.6		R				99	99	23.631	99	99	23.02	99	99	22.626	99	99	22.083	99	99	21.526
1998-11a	00 : 42 : 04.01	 + 41 : 11 : 52.1	1	N	2451137.21	16.5		B			ShAl 64	99	99	23.876	99	99	24.74	99	99	22.626	99	99	22.083	99	99	21.526
1998-10b	00 : 42 : 37.43	 + 41 : 20 : 53.0	1	N	2451100.5	17.6		Ha				99	99	23.999	99	99	23.25	99	99	22.626	99	99	22.083	99	99	21.526
1998-10a	00 : 42 : 22.21	 + 41 : 11 : 31.5	1	N	2451100.5	16.9		Ha				99	99	23.766	99	99	23.028	99	99	22.626	99	99	22.083	99	99	21.526
1998-09e	00 : 42 : 49.53	 + 41 : 16 : 47.9	1	N	2451083.28	16.7		B			ShAl 63	23.025	0.086	99	99	99	21.957	99	99	22.025	99	99	21.631	99	99	20.561
1998-09d	00 : 42 : 46.64	 + 41 : 14 : 49.2	1	N	2451070.36	16.5		B			N(Esip), WeCAPP N05	99	99	22.935	99	99	22.259	99	99	22.234	99	99	21.64	99	99	20.985
1998-09c	00 : 43 : 32.06	 + 41 : 11 : 50.9	1	N	2451061.5			Ha				99	99	23.363	99	99	22.469	99	99	22.673	99	99	22.083	99	99	21.526
1998-09b	00 : 42 : 52.31	 + 41 : 16 : 21.9	1	N	2451061.5			Ha				99	99	22.998	99	99	22.432	99	99	22.234	99	99	21.577	99	99	20.657
1998-09a	00 : 42 : 40.36	 + 41 : 18 : 10.2	1	N	2451061.5			Ha				99	99	23.413	99	99	22.824	99	99	22.721	99	99	22.06	99	99	21.264
1998-08b	00 : 42 : 33.86	 + 41 : 04 : 58.2	1	N	2451053.57	16		B	10		N(Abas)	99	99	23.932	99	99	23.389	99	99	22.626	99	99	22.083	99	99	21.526
1998-08a	00 : 42 : 13.45	 + 41 : 07 : 44.9	1	N	2451051.5	15.7		Ha				99	99	24.002	99	99	23.43	99	99	22.626	99	99	22.083	99	99	21.526
1998-07n	00 : 42 : 36.96	 + 41 : 16 : 55.3	1	N	2451022	14.4		w	6		ShAl 62	99	99	23.23	99	99	22.394	99	99	22.453	99	99	21.658	99	99	20.956
1998-07m	00 : 43 : 04.89	 + 41 : 18 : 41.4	1	N	2451019.5			Ha				99	99	23.669	99	99	22.816	99	99	22.948	99	99	22.083	99	99	21.526
1998-07l	00 : 42 : 47.76	 + 41 : 16 : 54.7	1	N	2451019.5			Ha				99	99	22.843	99	99	21.793	99	99	22.026	99	99	21.237	99	99	20.551
1998-07k	00 : 42 : 46.73	 + 41 : 18 : 14.4	1	N	2451019.5			Ha				99	99	23.32	99	99	22.335	99	99	22.488	99	99	21.838	99	99	20.952
1998-07j	00 : 42 : 44.19	 + 41 : 17 : 07.7	1	N	2451019.5			Ha				99	99	22.961	99	99	21.961	99	99	22.002	99	99	21.564	99	99	20.645
1998-07i	00 : 42 : 41.92	 + 41 : 16 : 40.2	1	N	2451019.5			Ha				99	99	22.492	99	99	21.852	99	99	21.83	99	99	21.191	99	99	20.257
1998-07h	00 : 42 : 38.41	 + 41 : 13 : 58.4	1	N	2451019.5			Ha				99	99	23.139	99	99	22.34	99	99	22.454	99	99	21.636	99	99	21.06
1998-07g	00 : 42 : 20.65	 + 41 : 10 : 37.6	1	N	2451019.5	18		Ha				99	99	23.924	99	99	23.285	99	99	22.626	99	99	22.083	99	99	21.526
1998-07f	00 : 43 : 23.60	 + 41 : 15 : 44.7	1	N	2451019.5	17.2		Ha				99	99	23.957	99	99	23.236	99	99	22.626	99	99	22.083	99	99	21.526
1998-07e	00 : 43 : 18.63	 + 41 : 13 : 35.1	1	N	2451019.5	17.9		Ha				99	99	24.121	99	99	24.752	99	99	22.626	99	99	22.083	99	99	21.526
1998-07d	00 : 43 : 06.96	 + 41 : 18 : 09.9	1	N	2451019.5	15.9		Ha				99	99	23.644	99	99	22.67	99	99	22.945	99	99	22.083	99	99	21.526
1998-07c	00 : 43 : 06.80	 + 41 : 17 : 58.1	1	N	2451019.5	17.9		Ha				99	99	23.55	99	99	22.749	99	99	22.949	99	99	22.083	99	99	21.526
1998-07b	00 : 42 : 45.16	 + 41 : 15 : 31.6	1	N	2451019.5	16		Ha				99	99	22.633	99	99	21.466	99	99	21.614	99	99	20.884	99	99	20.231
1998-07a	00 : 42 : 30.37	 + 41 : 16 : 34.2	1	N	2451019.5	15.7		Ha				99	99	23.397	99	99	22.971	99	99	22.571	99	99	22.083	99	99	21.459
1998-06a	00 : 43 : 28.76	 + 41 : 21 : 42.6	1	N	2450970.5	16.3		Ha			RN M31N 1919-09a, GCVS-M31-V1067	99	99	23.99	99	99	23.02	99	99	22.626	99	99	22.083	99	99	21.526
1997-11o	00 : 42 : 09.72	 + 41 : 21 : 52.0	1	N	2450773.24	17.4		B			ShAl 61	99	99	24.02	99	99	23.434	99	99	22.626	99	99	22.083	99	99	21.526
1997-11n	00 : 43 : 14.87	 + 41 : 24 : 20.4	1	N	2450770.5	19.3		Ha				99	99	24.133	99	99	23.822	99	99	22.626	99	99	22.083	99	99	21.526
1997-11m	00 : 43 : 02.92	 + 41 : 23 : 02.0	1	N	2450770.5	19.4		Ha				99	99	23.957	99	99	23.42	99	99	22.626	99	99	22.083	99	99	21.526
1997-11l	00 : 42 : 56.63	 + 41 : 12 : 55.8	1	N	2450770.5	20.1		Ha				99	99	22.264	99	99	23.021	99	99	22.963	99	99	22.002	99	99	21.526
1997-11j	00 : 42 : 19.68	 + 41 : 16 : 08.3	1	N	2450770.5	18.2		Ha				99	99	23.922	99	99	23.525	99	99	22.626	99	99	22.083	99	99	21.526
1997-11i	00 : 42 : 10.27	 + 41 : 14 : 55.6	1	N	2450770.5	19.2		Ha				99	99	24.106	99	99	23.324	99	99	22.626	99	99	22.083	99	99	21.526
1997-11h	00 : 42 : 07.84	 + 41 : 07 : 55.8	1	N	2450770.5	19.7		Ha				99	99	23.948	99	99	23.256	99	99	22.626	99	99	22.083	99	99	21.526
1997-11g	00 : 42 : 05.27	 + 41 : 07 : 37.6	1	N	2450770.5			Ha				99	99	24.001	99	99	23.887	99	99	22.626	99	99	22.083	99	99	21.526
1997-11f	00 : 42 : 01.83	 + 41 : 17 : 56.4	1	N	2450770.5	19.7		Ha				99	99	24.076	99	99	24.99	99	99	22.626	99	99	22.083	99	99	21.526
1997-11e	00 : 42 : 00.19	 + 41 : 16 : 34.2	1	N	2450770.5	19.5		Ha				99	99	24.048	99	99	23.386	99	99	22.626	99	99	22.083	99	99	21.526
1997-11d	00 : 41 : 56.33	 + 41 : 09 : 40.1	1	N	2450770.5	19.6		Ha				99	99	23.264	99	99	22.499	99	99	22.626	99	99	22.083	99	99	21.526
1997-11b	00 : 43 : 27.03	 + 41 : 32 : 13.8	2	N	2450762.48	17.6		B			ShAl 60	99	99	23.516	99	99	21.484				99	99	22.012	99	99	21.334
1997-10f	00 : 42 : 52.34	 + 41 : 16 : 12.8	1	N	2450750.45	18.1		R			RN M31N 1926-07c, WeCAPP N02	99	99	23.107	99	99	22.37	99	99	22.539	99	99	21.598	99	99	20.68
1997-10e	00 : 43 : 05.37	 + 41 : 14 : 59.2	1	N	2450745.51	17.5		R			WeCAPP N01, [SI2001] 1997-14	99	99	23.853	99	99	22.964	99	99	22.626	99	99	22.083	99	99	21.526
1997-10d	00 : 42 : 43.17	 + 40 : 48 : 25.5	6	N	2450728.39	16.9		B	6		ShAl 59	99	99	23.107	99	99	22.373				99	99	22.434	99	99	22.307
1997-10c	00 : 42 : 21.76	 + 41 : 12 : 16.2	1	N	2450723.51	16.6		B			ShAl 58, [SI2001] 1997-02, WeCAPP N04	99	99	23.757	99	99	23.158	99	99	22.626	99	99	22.083	99	99	21.526
1997-10b	00 : 43 : 03.9	 + 41 : 17 : 09.0	1	N	2450723.5	18.5		Ha			[SI2001] 1997-13	99	99	23.537	99	99	22.89	99	99	22.96	99	99	22.083	99	99	21.443
1997-10a	00 : 42 : 29.9	 + 41 : 14 : 57.0	1	N	2450723.5	17.6		Ha			[SI2001] 1997-03	99	99	23.398	99	99	22.933	99	99	22.611	99	99	22.035	99	99	21.122
1997-11k	00 : 42 : 39.59	 + 41 : 09 : 02.9	1	N	2450720.5			Ha				99	99	23.832	99	99	23.372	99	99	22.626	99	99	22.083	99	99	21.526
1997-09a	00 : 45 : 50.17	 + 41 : 36 : 06.1	13	N	2450718.5	16.6		B			ShAl 57	99	99	23.261	99	99	22.209				99	99	22.536	99	99	22.381
1997-11a	00 : 42 : 42.13	 + 41 : 15 : 10.4	1	N	2450716.5	18		R			RN: M31N 1982-09a, WeCAPP N03	99	99	22.646	99	99	21.91	99	99	22.025	99	99	21.146	99	99	20.483
1997-11c	00 : 43 : 17.87	 + 41 : 20 : 59.7	1	N	2450700.5	17.4		Ha				99	99	23.967	99	99	22.499	99	99	22.626	99	99	22.083	99	99	21.526
1997-08e	00 : 42 : 58.0	 + 41 : 17 : 44.0	1	N	2450691.5	15.6		Ha			[SI2001] 1997-11	99	99	23.469	99	99	22.605	99	99	22.95	99	99	22.083	99	99	21.451
1997-08d	00 : 42 : 43.27	 + 41 : 14 : 15.9	1	N	2450691.5	16		Ha			[SI2001] 1997-08	99	99	23.167	99	99	22.332	99	99	22.467	99	99	21.734	99	99	21.031
1997-08c	00 : 44 : 02.51	 + 41 : 21 : 34.8	2	N	2450685.5	17.3		B			ShAl 56	99	99	23.606	99	99	21.484				99	99	22.012	99	99	21.334
1997-08b	00 : 42 : 50.38	 + 41 : 07 : 48.5	1	N	2450661.5	16.5		Ha			[SI2001] 1997-09	99	99	24.019	99	99	24.644	99	99	22.626	99	99	22.083	99	99	21.526
1997-08a	00 : 39 : 36.2	 + 40 : 26 : 14.0	14	N	2450661.5	19		Ha			[SI2001] 1997-05	99	99	24.917				99	99	23.663						
1996-08c	00 : 46 : 06.60	 + 42 : 03 : 49.4	8	N	2450661.5	15.8		Ha			RN M31N 1982-08b, [SI2001] 1996-06	99	99	22.706	99	99	22.105				99	99	22.055	99	99	21.441
1997-07c	00 : 43 : 03.78	 + 41 : 16 : 03.9	1	N	2450654.5	16.2		Ha			[SI2001] 1997-12	99	99	23.667	99	99	22.84	99	99	22.953	99	99	22.083	21.423	0.224	99
1997-07b	00 : 42 : 32.05	 + 41 : 14 : 41.6	1	N	2450652.5	15.9		Ha			RN: M31N 1983-10c, [SI2001] 1997-04	99	99	23.306	99	99	22.598	99	99	22.638	99	99	22.03	99	99	21.146
1997-07a	00 : 42 : 19.34	 + 41 : 16 : 16.4	1	N	2450642.49	16.4		B			ShAl 55, [SI2001] 1997-01	99	99	23.815	99	99	23.151	99	99	22.626	99	99	22.083	99	99	21.526
1997-06e	00 : 43 : 36.33	 + 41 : 19 : 10.9	1	N	2450617.5	19.8		Ha				99	99	23.845	99	99	22.909	99	99	22.626	99	99	22.083	99	99	21.526
1997-06d	00 : 43 : 12.53	 + 41 : 21 : 49.7	1	N	2450617.5	17.1		Ha				99	99	23.979	99	99	23.377	99	99	22.626	99	99	22.083	99	99	21.526
1997-06c	00 : 42 : 40.14	 + 41 : 15 : 46.7	1	N	2450617.5	15.6		Ha			[SI2001] 1997-06	99	99	22.581	99	99	21.839	99	99	21.704	99	99	21.06	99	99	20.278
1997-06b	00 : 42 : 11.09	 + 41 : 13 : 19.0	1	N	2450617.5	18.1		Ha				99	99	23.981	99	99	23.04	99	99	22.626	99	99	22.083	99	99	21.526
1997-06a	00 : 42 : 08.49	 + 41 : 08 : 15.4	1	N	2450617.5	16.6		Ha				99	99	24.111	99	99	23.311	99	99	22.626	99	99	22.083	99	99	21.526
1996-12b	00 : 40 : 53.32	 + 40 : 32 : 51.2	14	N	2450432.35	17.8		B			ShAl 54	99	99	22.79				99	99	22.474						
1996-12a	00 : 42 : 18.8	 + 41 : 16 : 52.0	1	N	2450425.5	17.7		Ha			[SI2001] 1996-02	99	99	22.264	99	99	23.328	99	99	22.499	99	99	22.083	99	99	21.526
1996-11a	00 : 43 : 23.62	 + 41 : 21 : 38.9	1	N	2450393.22	17		B			ShAl 53	99	99	24.015	99	99	23.282	99	99	22.626	99	99	22.083	99	99	21.526
1996-10a	00 : 41 : 46.77	 + 41 : 02 : 50.9	3	N	2450370.33	17.6		B			ShAl 52	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
1996-09b	00 : 44 : 04.60	 + 41 : 47 : 40.9	10	N	2450344.29	17.1		B			ShAl 51	99	99	22.877	99	99	22.168				99	99	23.11			
1996-09a	00 : 42 : 48.36	 + 41 : 20 : 28.5	1	N	2450339.33	17.8		B			ShAl 50, [SI2001] 1996-04, AGPV0583	99	99	23.882	99	99	23.186	99	99	22.626	99	99	22.083	99	99	21.526
1996-08g	00 : 42 : 19.74	 + 41 : 14 : 07.9	1	N	2450315.51	15.1		B			ShAl 49	99	99	23.647	99	99	22.922	99	99	22.926	99	99	22.073	99	99	21.479
1996-08e	00 : 46 : 10.88	 + 41 : 36 : 41.3	13	N	2450316.53	19.5		B				99	99	23.261	99	99	22.209				99	99	22.536	99	99	22.381
1996-08b	00 : 42 : 55.2	 + 41 : 20 : 46.0	1	N	2450307.5	16.1		Ha			RN: M31N 1925-01a, [SI2001] 1996-05	99	99	23.723	99	99	22.893	99	99	22.626	99	99	22.083	99	99	21.526
1996-08a	00 : 42 : 43.23	 + 41 : 18 : 14.8	1	N	2450307.5	17.8		Ha			[SI2001] 1996-03	99	99	23.468	99	99	22.549	99	99	22.669	99	99	21.834	99	99	21.092
1995-12a	00 : 42 : 44.81	 + 41 : 15 : 53.6	1	N	2450069.32	15		R			RN: M31N 1985-10c, AGPV1579	99	99	21.614	99	99	21.083	99	99	21.215	99	99	20.399	99	99	19.843
1995-11d	00 : 44 : 58.8	 + 41 : 54 : 29.0	8	N	2450049.5	16.6		Ha			[SI2001] 1995-07	99	99	22.706	99	99	22.105				99	99	22.055	99	99	21.441
1995-11b	00 : 42 : 17.24	 + 41 : 13 : 35.4	1	N	2450048.43	17.7		R			AGPV1186, ShAl 47, [SI2001] 1996-01	99	99	23.862	99	99	23.019	99	99	22.626	99	99	22.083	99	99	21.526
1995-11c	00 : 42 : 59.35	 + 41 : 16 : 43.1	1	N	2450048.34	16.3		Ha			[SI2001] 1995-05	99	99	23.605	99	99	22.723	99	99	22.955	99	99	22.038	99	99	21.526
1995-11a	00 : 42 : 31.57	 + 41 : 17 : 16.0	1	N	2450024.33	17.2		R	33		AGPV0393, [SI2001] 1995-02	99	99	23.603	99	99	22.732	99	99	22.933	99	99	22.083	99	99	21.31
1995-10c	00 : 41 : 18.73	 + 40 : 30 : 01.3	16	N	2450005.21	17.5		B			ShAl 46	99	99	23.272				99	99	24.06						
1995-10b	00 : 43 : 59.01	 + 41 : 49 : 00.8	10	N	2449994.5	18.3		B			ShAl 45	99	99	22.877	99	99	22.168				99	99	23.069			
1995-10a	00 : 42 : 01.49	 + 40 : 56 : 38.1	3	N	2449994.5	17.2		B			ShAl 44	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
1995-09g	00 : 42 : 12.32	 + 40 : 58 : 15.5	3	N	2449964.43	17.5		B			ShAl 43	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
1995-09f	00 : 42 : 57.05	 + 41 : 09 : 18.1	1	N	2449963.5	19.6		Ha				99	99	24.115	99	99	24.519	99	99	22.935	99	99	22.083	99	99	21.526
1995-09e	00 : 42 : 40.40	 + 41 : 17 : 33.0	1	N	2449963.5	19.6		Ha				99	99	23.295	99	99	22.654	99	99	22.689	99	99	21.757	99	99	21.128
1995-09d	00 : 42 : 13.56	 + 41 : 19 : 28.7	1	N	2449963.5	19.2		Ha				99	99	23.868	99	99	23.392	99	99	22.626	99	99	22.083	99	99	21.526
1995-09c	00 : 43 : 10.10	 + 41 : 25 : 34.1	1	N	2449963.5	17.5		Ha				99	99	23.786	99	99	22.901	99	99	22.626	99	99	22.083	99	99	21.526
1995-09b	00 : 42 : 43.10	 + 41 : 16 : 04.1	1	N	2449963.5	15.6		Ha				99	99	21.428	99	99	21.218	99	99	20.982	99	99	20.62	99	99	19.889
1995-09a	00 : 42 : 01.51	 + 41 : 19 : 38.7	1	N	2449963.5	16.8		Ha				99	99	24.224	99	99	24.053	99	99	22.626	99	99	22.083	99	99	21.526
