M31N	RA	DEC	UVIT field	Each Epoch detection	Discovery JD	MAG	MAG_err	Filt	T2	T2_err	alternative names	F148W mag	F148W err	F148W upper limit	F172M mag	F172M err	F172M upper limit	F169M mag	F169M err	F169M upper limit	N219M mag	N219M err	N219M upper limit	N279N mag	N279N err	N279N upper limit
2017-06g	00 : 46 : 17.94	 + 41 : 56 : 26.1	8	Y	2457922.69	18.1		w			MASTER OT J004617.94+415626.1	21.892	0.099	99	99	99	23.284				99	99	22.055	20.7	0.18	99
2017-06f	00 : 42 : 43.79	 + 41 : 13 : 29.5	1	N	2457923.55	17.7		R			PNV J00424379+4113295	99	99	23.389	99	99	22.596	99	99	22.611	99	99	21.847	99	99	21.306
2017-06e	00 : 41 : 05.43	 + 40 : 30 : 46.7	16	N	2457912.72	17.4		G			AT2017epj Gaia17bmf PNVJ00410538+4030467	99	99	23.272				99	99	23.101						
2017-06c	00 : 42 : 32.91	 + 41 : 12 : 23.6	1	N	2457913.5	18		R			PNV J00423291+4112236	99	99	23.575	99	99	22.99	99	99	22.933	99	99	22.083	99	99	21.526
2017-06b	00 : 42 : 51.19	 + 41 : 16 : 27.9	1	N	2457912.49	17.4		R			PNV J00425119+4116279	99	99	22.613	99	99	21.976	99	99	21.883	99	99	21.287	99	99	20.502
2017-06a	00 : 42 : 38.78	 + 41 : 15 : 49.8	1	N	2457909.57	16.5	0.1	R	26.6	6.1	PNV J00423878+4115498	99	99	22.713	99	99	21.973	99	99	21.859	99	99	21.218	99	99	20.482
2017-05b	00 : 42 : 49.09	 + 41 : 42 : 41.6	5	N	2457897.03	19.3		G			AT2017ehm Gaia17ehm PNVJ00424904+4112418	99	99	22.237	99	99	22.382				99	99	22.517	99	99	22.202
2017-05a	00 : 42 : 18.25	 + 40 : 53 : 57.2	3	N	2457897.28	18		G			AT2017egi Gaia17biq	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
2017-04b	00 : 42 : 46.10	 + 41 : 18 : 39.0	1	N	2457867.61	16.3	0.1	R	25.9	7	PNV J00424610+4118390	99	99	23.394	99	99	22.27	99	99	22.608	99	99	21.827	99	99	21.452
2017-04a	00 : 40 : 56.15	 + 40 : 58 : 19.1	3	N	2457856.55	17.6		w			MASTER OT J004056.15+405819.1	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
2017-03b	00 : 42 : 45.02	 + 41 : 16 : 39.5	1	N	2457818.28	17.2	0.3	R	21.1	2.3	PNV J00424502+4116395	99	99	22.309	99	99	21.236	99	99	21.343	99	99	20.778	99	99	20.08
2017-03a	00 : 43 : 02.01	 + 41 : 13 : 19.0	1	N	2457814.25	17	0.15	R	17.5	3.3		99	99	23.843	99	99	23.218	99	99	22.626	99	99	22.083	99	99	21.526
2017-02a	00 : 42 : 38.12	 + 41 : 14 : 10.7	1	N	2457803.25	17.3	0.1	R	6.7	0.7	AT2017axi PNV J00423810+4114105	99	99	23.115	99	99	22.272	99	99	22.521	99	99	21.566	99	99	20.914
2017-01f	00 : 42 : 51.45	 + 41 : 18 : 35.2	1	N	2457788.3	18.7		r				99	99	23.305	99	99	22.468	99	99	22.566	99	99	22.046	99	99	21.257
2017-01e	00 : 44 : 10.72	 + 41 : 54 : 22.1	10	N	2457784.9	17.8		w			TCP J00441072+4154221 AT2017zq	99	99	22.877	99	99	22.168				99	99	22.783			
2017-01d	00 : 42 : 41.47	 + 41 : 16 : 59.5	1	N	2457772.2	16.3	0.1	R	19.1	9.7	PNV J00424147+4116595	99	99	23.026	99	99	22.079	99	99	22.065	99	99	21.246	99	99	20.49
2017-01c	00 : 42 : 21.33	 + 41 : 12 : 01.8	1	N	2457769.25	15.92	0.07	R	18.7	7.3	PNV J00422133+4112018 AT2017yr	99	99	23.746	99	99	23.188	99	99	22.626	99	99	22.083	99	99	21.526
2017-01b	00 : 40 : 25.27	 + 40 : 59 : 52.9	3	N	2457766.87	17.5		w			TCP J00402527+4059529 AT2017zr	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
2017-01a	00 : 42 : 45.25	 + 41 : 16 : 10.8	1	N	2457762.07	16.7	0.6	R	10.6	2		99	99	21.493	99	99	20.864	99	99	20.794	99	99	20.247	99	99	19.831
2016-12e	00 : 41 : 31.54	 + 41 : 07 : 13.6	3	N	2457750.02	17.34	0.08	R	10.2	2.6	RN M31N 2007-11f AT2016jbx	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
2016-12d	00 : 43 : 01.49	 + 41 : 16 : 59.4	1	N	2457748.01	16.15	0.06	R	30.8	7	AT2016jbg PNV J00430149+4116594	99	99	23.562	99	99	23.049	99	99	22.722	99	99	22.083	99	99	21.393
2016-12c	00 : 42 : 46.59	 + 41 : 16 : 57.8	1	N	2457744.2	16.73	0.08	R	22.3	6	AT2016ize	99	99	22.592	99	99	21.722	99	99	21.844	99	99	21.176	99	99	20.399
2016-12f	00 : 45 : 28.88	 + 41 : 54 : 09.7	8	N	2457734.99	17.9		V			RN M31N 2008-12a PNV J00452888+4154097	99	99	22.983	99	99	24.405				99	99	22.055	99	99	21.441
2016-12b	00 : 42 : 29.39	 + 41 : 13 : 56.4	1	N	2457733.02	17.4	0.15	R	41.4	16	PNV J00422939+4113564	99	99	23.376	99	99	22.676	99	99	22.576	99	99	22.028	99	99	21.203
2016-12a	00 : 43 : 11.06	 + 41 : 13 : 57.3	1	N	2457733.02	17.2	0.08	R	41.4	9	PNV J00431106+4113573	99	99	23.899	99	99	23.207	99	99	22.626	99	99	22.083	99	99	21.526
2016-11b	00 : 42 : 42.81	 + 41 : 12 : 33.4	1	N	2457720.26	16.03	0.05	R	12.6	1.8	PNV J00424281+4112334	99	99	23.534	99	99	22.911	99	99	22.59	99	99	22.083	99	99	21.526
2016-11a	00 : 42 : 41.81	 + 41 : 13 : 43.3	1	N	2457696.27	15.81	0.07	R	8.6	2.2	PNV J00424181+4113433	99	99	23.189	99	99	22.413	99	99	22.513	99	99	21.737	99	99	21.164
2016-10c	00 : 42 : 46.03	 + 41 : 16 : 11.4	1	N	2457678.29	16.6	0.2	R	26.3	10.9	PNV J00424603+4116114	99	99	21.986	99	99	21.226	99	99	21.107	99	99	20.554	99	99	19.921
2016-10b	00 : 42 : 52.45	 + 41 : 18 : 41.2	1	N	2457678.29	16.71	0.08	R	28.6	5.5	PNV J00425245+4118412	99	99	23.363	99	99	22.529	99	99	22.584	99	99	22.083	99	99	21.323
2016-10d	00 : 43 : 36.60	 + 41 : 56 : 32.1	10	N	2457678.02	17.7		o			ATLAS15dlz AT2016hgb	99	99	22.877	99	99	22.168				99	99	22.783			
2016-10a	00 : 42 : 06.68	 + 41 : 05 : 11.3	1	N	2457669.26	17.7	0.1	R	35.5	13	PNV J00420668+4105113 KAIT-16bi	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
2016-09b	00 : 42 : 17.29	 + 41 : 09 : 44.4	1	Y	2457657.66	17.3	0.1	R	43.9	17.3	PNV J00421729+4109444 AT2016gqj	25.49	0.403	99	24.425	0.518	99	99	99	22.626	19.817	0.072	99	18.834	0.074	99
2016-09a	00 : 42 : 55.66	 + 41 : 19 : 14.5	1	Y	2457654.3	17.5	0.1	R	57	35.1	PNV J00425566+4119145	24.734	0.242	99	23.123	0.262	99	99	99	22.952	21.413	0.17	99	20.554	0.135	99
2016-08e	00 : 43 : 53.29	 + 41 : 26 : 21.6	2	Y	2457630.42	17.1	0.1	R	60.6	16.7	PNV J00435329+4126216	21.826	0.058	99	20.824	0.204	99				20.111	0.087	99	19.013	0.073	99
2016-08d	00 : 42 : 23.50	 + 41 : 17 : 19.8	1	N	2457617.6	15.23	0.04	R	11.8	1.1	KAIT-16aw PNV J00422352+4117197	99	99	23.9	99	99	22.499	99	99	22.626	99	99	22.083	99	99	21.526
2016-08b	00 : 41 : 56.82	 + 41 : 11 : 27.6	1	Y	2457611.05	17	0.1	R	42.6	4.3	PNVJ00415682+4111276 KAIT-16av AT2016gej	23.816	0.116	99	22.747	0.286	99	99	99	22.626	20.764	0.109	99	19.009	0.106	99
2016-08a	00 : 45 : 59.67	 + 41 : 56 : 22.1	8	N	2457609.13	16		w			PNV J00455967+4156221 AT2016ewo	99	99	23.99	99	99	23.67				99	99	22.055	99	99	21.441
2016-07e	00 : 43 : 04.00	 + 41 : 17 : 07.9	1	N	2457596.98	17.56	0.1	R	11.1	1.7	RN M31N 1990-10a PNV J00430400+4117079	99	99	23.531	99	99	22.921	99	99	22.626	99	99	22.083	99	99	21.526
2016-07c	00 : 43 : 57.94	 + 41 : 34 : 54.6	2	N	2457591.2	17.9		w			PNV J00435768+4134528 iPTFemh	99	99	23.577	99	99	21.484				99	99	22.012	99	99	21.334
2016-07f	00 : 42 : 54.68	 + 41 : 23 : 00.5	1	N	2457587.99	18.7		w			AT2016ept KAIT-16ak	99	99	23.774	99	99	22.499	99	99	22.626	99	99	22.083	99	99	21.526
2016-07a	00 : 42 : 40.43	 + 41 : 08 : 42.3	1	N	2457563.49	19.9		R			PNV J00424043+4108423	99	99	24.049	99	99	23.281	99	99	22.626	99	99	22.083	99	99	21.526
2016-06b	00 : 42 : 44.65	 + 41 : 15 : 50.4	1	N	2457560.51	18.1		UV				99	99	21.98	99	99	21.389	99	99	21.296	99	99	20.543	99	99	19.96
2016-06a	00 : 41 : 17.95	 + 40 : 33 : 52.9	16	N	2457526.7	19.2		w			MASTER OT J004117.95+403352.9	99	99	23.576				99	99	23.136						
2016-05b	00 : 42 : 42.88	 + 41 : 15 : 27.4	1	Y	2457536.55	17		R			PNV J00424288+4115274	23.813	0.197	99	22.648	0.313	99	99	99	21.611	21.288	0.45	99	21.288	0.45	99
2016-05a	00 : 42 : 39.47	 + 41 : 21 : 38.5	1	N	2457518.58	17.3	0.1	R	24.3	4.5	PNV J00423947+4121385	99	99	24.06	99	99	22.931	99	99	22.626	99	99	22.083	99	99	21.526
2016-04a	00 : 45 : 28.12	 + 41 : 41 : 17.6	8	N	2457488.53	18.6		w			MASTER OT J004528.12+414117.6	99	99	22.6	99	99	22.242				99	99	22.055	99	99	21.441
2016-03e	00 : 42 : 48.05	 + 41 : 17 : 13.4	1	Y	2457464.27	16.9		w			PNV J00424805+4117134	23.983	0.211	99	23.593	0.525	99	99	99	22.149	21.281	0.182	99	20.159	0.184	99
2016-03d	00 : 43 : 01.54	 + 41 : 14 : 09.0	1	N	2457464.27	17.6	0.15	R	80.1	24.5	PNV J00430154+4114090	99	99	23.652	99	99	22.953	99	99	22.951	99	99	22.083	99	99	21.526
2016-03a	00 : 42 : 16.95	 + 40 : 59 : 09.8	3	N	2457449.22	17		w			PNV J00421695+4059098	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
2016-03b	00 : 42 : 19.51	 + 41 : 11 : 13.7	1	Y	2457446.28	17.26	0.1	R	41.5	7.1	PNV J00421951+4111137	24.095	0.123	99	24.297	0.531	99	99	99	22.626	99	99	22.083	99	99	21.526
2016-02b	00 : 44 : 37.03	 + 41 : 42 : 26.4	2	Y	2457430.37	18.8		w			PNV J00443703+4142264	23.294	0.112	99	21.107	0.263	99				22.21	0.25	99	19.567	0.098	99
2016-03c	00 : 42 : 49.14	 + 41 : 16 : 40.1	1	Y	2457430.24	17.9		w			PNV J00424914+4116401	22.92	0.117	99	22.372	0.246	99	99	99	21.879	21.014	0.145	99	20.497	0.175	99
2016-02a	00 : 44 : 43.49	 + 41 : 53 : 40.1	8	N	2457426.07	18.7		w			PNV J00444349+4153401	99	99	22.434	99	99	21.955				99	99	22.055	99	99	21.441
2016-01c	00 : 45 : 14.19	 + 42 : 00 : 07.9	8	N	2457415.92	16.6		w			MASTER OT J004514.13+420007.2	99	99	23.019	99	99	24.374				99	99	22.055	99	99	21.441
2016-01a	00 : 42 : 21.84	 + 41 : 02 : 03.5	3	N	2457399.32	17.8		V			PNV J00422184+4102035	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
2015-12d	00 : 43 : 07.79	 + 41 : 22 : 19.3	1	Y	2457387.22	17.8		w			PNV J00430779+4122193	22.363	0.055	99	22.033	0.135	99	21.626	0.134	99	21.796	0.236	99	21.057	0.201	99
2015-12a	00 : 42 : 41.61	 + 41 : 15 : 22.3	1	N	2457367.35	16.5		R			PNV J00424161+4115223	99	99	22.488	99	99	21.799	21.187	0.107	99	20.547	0.112	99	99	99	20.267
2015-11c	00 : 43 : 38.52	 + 41 : 28 : 02.6	2	N	2455523.22	17.4	0.1	R	51.8	18.2	PNV J00433852+4128026	99	99	23.423	99	99	21.484				99	99	22.012	99	99	21.334
2015-11b	00 : 42 : 37.08	 + 41 : 10 : 13.7	1	N	2457338.36	19.2	0.15	R	32.2	5.5	PNV J00423708+4110137	99	99	23.785	99	99	22.937	99	99	22.626	99	99	22.083	99	99	21.526
2015-11a	00 : 44 : 28.40	 + 41 : 32 : 32.9	2	N	2457333.49	19		R			PNV J00442840+4132329	99	99	23.108	99	99	21.484				99	99	22.012	99	99	21.334
2015-10c	00 : 42 : 57.73	 + 41 : 08 : 12.3	1	N	2457326.52	17.85	0.1	R	3.6	0.5	RN M31N 1963-09c PNV J00425773+4108123	99	99	23.955	99	99	23.59	99	99	22.626	99	99	22.083	99	99	21.526
2015-10b	00 : 43 : 15.34	 + 41 : 20 : 16.6	1	Y	2457321.46	17.31	0.09	R	100.3	75.8		23.747	0.105	99	23.368	0.352	99	99	99	22.626	22.565	0.289	99	21.683	0.31	99
2015-10a	00 : 41 : 59.37	 + 41 : 17 : 02.6	1	N	2457298.25	15.26	0.08	R	8.1	0.8	PNV J00415937+4117026	99	99	24.217	99	99	23.536	99	99	22.626	99	99	22.083	99	99	21.526
2015-09d	00 : 42 : 47.83	 + 41 : 15 : 22.0	1	N	2457290.27	16.1	0.1	R	13.6	10.2	PNV J00424783+4115220	99	99	22.707	99	99	21.825	99	99	22.16	99	99	21.128	99	99	20.603
2015-09c	00 : 43 : 21.14	 + 41 : 24 : 59.7	1	N	2457282.28	14.26	0.06	R	4.7	0.8	PNV J00432114+4124597	99	99	24.14	99	99	23.339	99	99	22.626	99	99	22.083	99	99	21.526
2015-09b	00 : 42 : 14.49	 + 41 : 17 : 34.2	1	N	2457281.36	19.5		R				99	99	24.254	99	99	22.499	99	99	22.626	99	99	22.083	99	99	21.526
2015-09a	00 : 42 : 40.38	 + 41 : 19 : 29.5	1	N	2457276.14	15.01	0.05	R	12.2	0.8	TCP J00424034+4119295	99	99	23.76	99	99	22.929	99	99	22.626	99	99	22.083	99	99	21.526
2015-08d	00 : 45 : 28.81	 + 41 : 54 : 09.9	8	N	2457262.91	18.4		R			RN M31N 2008-12a	99	99	22.942	99	99	24.436				99	99	22.055	99	99	21.441
2015-08c	00 : 44 : 16.54	 + 41 : 32 : 23.9	2	N	2457261.57	17.7		R			PNV J00441654+4132239	99	99	23.399	99	99	21.484				99	99	22.012	99	99	21.334
2015-08a	00 : 42 : 48.83	 + 41 : 19 : 50.4	1	N	2457250.41	17.26	0.1	R	41.5	7.1		99	99	23.513	99	99	22.792	99	99	22.931	99	99	22.083	99	99	21.481
2015-07e	00 : 40 : 11.50	 + 40 : 42 : 19.9	14	N	2457227.66	17.8		w			TCP J00401150+4042199	99	99	22.79				99	99	22.474						
2015-07d	00 : 42 : 29.94	 + 41 : 11 : 21.0	1	N	2457225.45	15.45	0.07	R	6.6	0.7	PNV J00422994+4111210	99	99	23.708	99	99	22.816	99	99	22.626	99	99	22.083	99	99	21.526
2015-07b	00 : 41 : 48.97	 + 41 : 09 : 17.3	1	N	2457216.14	18.1		w			PSN J00414897+4109173	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
2015-07a	00 : 42 : 45.34	 + 41 : 19 : 30.3	1	N	2457208.53	18.2		R			PNV J00424534+4119303	99	99	23.544	99	99	22.779	99	99	22.712	99	99	22.083	99	99	21.526
2015-06c	00 : 43 : 47.89	 + 41 : 33 : 10.6	2	N	2457201.5						XMMU J004347.8+413310	99	99	23.582	99	99	21.484				99	99	22.012	99	99	21.334
2015-06b	00 : 43 : 19.83	 + 41 : 23 : 07.1	1	N	2457198.53	17.4	0.1	R	87.2	72.6	PNV J00431983+4123071	99	99	23.918	99	99	23.244	99	99	22.626	99	99	22.083	99	99	21.526
2015-06a	00 : 42 : 42.53	 + 41 : 15 : 13.9	1	N	2457174.54	14.86	0.05	R	6.5	0.3	PNV J00424253+4115139	99	99	22.264	99	99	21.728	99	99	21.752	99	99	21.109	99	99	20.502
2015-05c	00 : 42 : 34.45	 + 41 : 16 : 44.3	1	N	2457153.56	18.1	0.15	R	82.2	24.2	PNV J00423445+4116443	99	99	23.347	99	99	22.591	99	99	22.511	99	99	21.853	99	99	21.18
2015-05b	00 : 43 : 19.11	 + 41 : 16 : 08.2	1	N	2457164.55	17	0.1	R	21	3.7	PNV J00431911+4116082 Hornoch138	99	99	23.886	99	99	23.134	99	99	22.626	99	99	22.083	99	99	21.526
2015-05a	00 : 42 : 46.60	 + 41 : 17 : 55.3	1	Y	2457153.56	18.1		R			PNV J00424660+4117553 Hornoch137	24.28	0.185	99	99	99	22.184	99	99	22.549	99	99	21.813	99	99	21.099
2015-04a	00 : 41 : 48.94	 + 41 : 09 : 17.3	1	N	2457139.6	17.8	0.1	R	116.5	49	PNV J00414894+4109173 Hornoch136	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
2015-03b	00 : 41 : 55.83	 + 41 : 10 : 50.4	1	N	2457102.27	18.2		R			PNV J00415583+4110504 Hornoch135	99	99	23.264	99	99	22.499	99	99	22.626	99	99	22.083	99	99	21.526
2015-02c	00 : 43 : 14.75	 + 41 : 31 : 21.0	2	N	2457075.17	16.6		w			MASTER OT J004314.75+413121.0	99	99	23.671	99	99	21.484				99	99	22.012	99	99	21.334
2015-02b	00 : 41 : 33.17	 + 41 : 10 : 12.4	3	N	2457073.23	16.54	0.05	R	1.8	0.5	RN M31N 2006-11c Hornoch133	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
2015-03a	00 : 42 : 06.40	 + 41 : 08 : 21.1	1	N	2457059.22	18	0.1	R	127.1	72	PNV J00420640+4108211 Hornoch134	99	99	24.062	99	99	22.499	99	99	22.626	99	99	22.083	99	99	21.526
2015-02a	00 : 42 : 33.06	 + 41 : 13 : 08.9	1	Y	2457047.81	17.6		R				25.241	0.352	99	99	99	22.945	99	99	22.663	99	99	23.22	99	99	20.316
2014-12b	00 : 42 : 43.97	 + 41 : 14 : 53.4	1	N	2456999.54	17.5	0.1	R	38.1	32.1	PNV J00424397+4114534 Hornoch132	99	99	22.799	99	99	22.118	99	99	22.128	99	99	21.28	99	99	20.561
2014-12a	00 : 43 : 25.72	 + 41 : 12 : 11.9	1	N	2456996.1	14.91	0.05	R	10.8	3.9	PNV J00432572+4112119	99	99	24.071	99	99	23.222	99	99	22.626	99	99	22.083	99	99	21.526
2014-11a	00 : 42 : 52.76	 + 41 : 17 : 19.7	1	N	2456968.24	17.7	0.15	R	110.2	32.1		99	99	23.151	99	99	22.369	99	99	22.239	99	99	21.53	99	99	21.134
2014-10a	00 : 42 : 39.72	 + 41 : 20 : 11.7	1	N	2456936.48	17.69	0.07	R	91.1	55	PNV J00423972+4120117 Hornoch131	99	99	24.003	99	99	22.988	99	99	22.626	99	99	22.083	99	99	21.526
2014-10c	00 : 45 : 28.81	 + 41 : 54 : 09.9	8	N	2456933.4	18.5		r			RN M31N 2008-12a	99	99	22.942	99	99	24.436				99	99	22.055	99	99	21.441
2014-09b	00 : 43 : 49.97	 + 41 : 14 : 04.9	1	N	2456914.63	17.8		w			PNV J00434997+4114049	99	99	23.264	99	99	22.499	99	99	22.626	99	99	22.083	99	99	21.526
2014-09a	00 : 43 : 23.75	 + 41 : 22 : 25.8	1	N	2456909.11	16.4	0.15	R	16.7	2.6	PNV J00432372+4122256	99	99	24.021	99	99	23.369	99	99	22.626	99	99	22.083	99	99	21.526
2014-07a	00 : 42 : 54.72	 + 40 : 56 : 33.5	6	N	2456840.47	17.5	0.1	R	47.3	5.8	PNV J00425472+4056335 iPTF14djt	99	99	23.107	99	99	22.373				99	99	22.434	99	99	22.307
2014-06b	00 : 42 : 28.66	 + 41 : 14 : 12.6	1	N	2456836.49	16.9	0.1	R	27.6	5.2	PNV J00422866+4114126 Hornoch130	99	99	23.489	99	99	22.751	99	99	22.649	99	99	22.03	99	99	21.458
2014-06a	00 : 42 : 40.97	 + 41 : 16 : 17.1	1	N	2456836.38	16.6	0.15	R	21.1	4.4	PNV J00424097+4116171 Hornoch129	99	99	22.452	99	99	21.75	99	99	21.494	99	99	21.148	99	99	20.312
2014-05a	00 : 42 : 49.32	 + 41 : 19 : 43.7	1	N	2456808.54	18.5		R			PNV J00424932+4119437 Hornoch128	99	99	23.627	99	99	22.934	99	99	22.626	99	99	22.083	99	99	21.481
2014-02a	00 : 43 : 26.76	 + 41 : 23 : 33.3	1	N	2456690.6	18.3		R				99	99	23.975	99	99	24.451	99	99	22.626	99	99	22.083	99	99	21.526
2014-01c	00 : 42 : 34.94	 + 41 : 14 : 56.3	1	N	2456683.23	17.1	0.15	R	34.2	4.6	PNV J00423494+4114563 Hornoch127	99	99	23.162	99	99	22.437	99	99	22.447	99	99	21.781	99	99	21.07
2014-01b	00 : 42 : 23.58	 + 41 : 29 : 12.4	5	N	2456675.6	18.9		R				99	99	23.237	99	99	22.382				99	99	22.517	99	99	22.202
2014-01e	00 : 43 : 50.44	 + 41 : 46 : 12.4	2	N	2456675.5	19.3		R				99	99	22.264	99	99	21.484				99	99	22.012	99	99	21.334
2014-01a	00 : 43 : 13.62	 + 41 : 14 : 46.9	1	N	2456659.63	16.15	0.06	R	11.6	2.2	PNV J00431362+4114469	99	99	23.751	99	99	23.114	99	99	22.626	99	99	22.083	99	99	21.526
2013-12b	00 : 42 : 51.72	 + 41 : 18 : 14.2	1	N	2456644.2	15.77	0.07	R	7	2.8	PNV J00425172+4118142 Hornoch126	99	99	23.269	99	99	22.659	99	99	22.61	99	99	22.035	99	99	20.98
2013-11e	00 : 44 : 39.28	 + 41 : 53 : 49.1	8	N	2456625.64	17		V				99	99	22.653	99	99	22.1				21.809	0.305	99	99	99	21.441
2013-11f	00 : 45 : 28.89	 + 41 : 54 : 10.2	8	N	2456623.6	18.3		R			RN M31N 2008-12a PTF09hsd	99	99	23.009	99	99	22.105				99	99	22.055	99	99	21.441
2013-11d	00 : 44 : 31.97	 + 41 : 34 : 25.0	2	N	2456621.8	17.8		R			iPTF13ech	99	99	23.434	99	99	21.484				99	99	22.012	99	99	21.334
2013-12a	00 : 42 : 49.87	 + 41 : 14 : 57.3	1	N	2456609.2	18.1	0.1	R	166.8	58.9	Swift J004249.9+411457	99	99	22.975	99	99	22.278	99	99	22.523	99	99	21.507	99	99	21.007
2013-11a	00 : 44 : 23.29	 + 41 : 40 : 54.6	2	N	2456599.75	18.4		R			iPTF13dya	99	99	23.383	99	99	21.484				99	99	22.012	99	99	21.334
2013-10h	00 : 43 : 04.83	 + 41 : 16 : 30.6	1	N	2456595.58	15.76	0.05	R	14.5	3.7	Swift J004304.9+411630	99	99	23.518	99	99	22.772	99	99	22.908	99	99	22.008	99	99	21.456
2013-10g	00 : 43 : 24.96	 + 41 : 21 : 21.9	1	N	2456586.35	17.06	0.06	R	47.1	8.2	PNV J00432496+4121219 iPTF13dum	99	99	24.022	99	99	23.376	99	99	22.626	99	99	22.083	99	99	21.526
2013-10e	00 : 42 : 42.39	 + 41 : 17 : 19.0	1	N	2456580.56	16.5	0.1	R	9.6	5.5	PNV J00424239+4117190	99	99	22.962	99	99	22.545	99	99	22.451	99	99	21.786	99	99	21.079
2013-10d	00 : 44 : 21.29	 + 40 : 55 : 22.8	6	N	2456579.68	15.7		w			CSS131014:004421+405522	99	99	23.107	99	99	22.373				99	99	22.434	99	99	22.307
2013-10c	00 : 43 : 09.54	 + 41 : 15 : 39.9	1	Y	2456574.8	15.9	0.1	R	5.5	1.7	PNV J00430954+4115399	24.253	0.143	99	99	99	22.952	99	99	22.626	99	99	22.083	99	99	21.526
2013-10b	00 : 42 : 46.54	 + 41 : 17 : 00.6	1	N	2456572.24	17.4	0.15	R	27.1	7.5	PNV J00424654+4117006 Hornoch125	99	99	22.805	99	99	21.779	99	99	21.808	99	99	21.219	99	99	20.579
2013-10a	00 : 43 : 24.22	 + 41 : 18 : 19.2	1	N	2456567.25	16.4	0.08	R	18.3	4.3	PNV J00432422+4118192 Hornoch124	99	99	23.344	99	99	22.594	99	99	22.624	99	99	22.083	99	99	21.526
2013-09e	00 : 41 : 47.02	 + 41 : 44 : 11.6	5	N	2456562.5	19.1		R				99	99	23.237	99	99	22.382				99	99	22.517	99	99	22.202
2013-09d	00 : 41 : 53.14	 + 41 : 09 : 54.0	1	N	2456560.04	17.06	0.07	R	62.7	26	TCP J00415307+4109540 Hornoch123	99	99	23.264	99	99	22.499	99	99	22.626	99	99	22.083	99	99	21.526
2013-09c	00 : 43 : 00.48	 + 41 : 12 : 36.6	1	N	2456549.08	16.44	0.06	R	16.8	3	TCP J00430048+4112366	99	99	23.872	99	99	23.191	99	99	22.626	99	99	22.083	99	99	21.526
2013-09f	00 : 44 : 41.39	 + 41 : 41 : 36.2	2	N	2456547.84	20.7		R			AT2013ig iPTF13ig	99	99	23.653	99	99	21.484				99	99	22.012	99	99	21.334
2013-09a	00 : 43 : 14.92	 + 41 : 19 : 12.8	1	N	2456543.9	17.8	0.1	R	29.9	8.8	TCP J00431492+4119128 iPTF13djw	99	99	23.838	99	99	22.895	99	99	22.626	99	99	22.083	99	99	21.526
2013-08e	00 : 44 : 01.52	 + 41 : 32 : 01.3	2	N	2456532.89	17.8		R			iPTF13dbt ASASSN-13cq	99	99	23.439	99	99	21.484				99	99	22.012	99	99	21.334
2013-08f	00 : 37 : 12.08	 + 40 : 39 : 04.7	18	N	2456531.2	16.7		w			PNV J00371210+4039040	99	99	26.208				99	99	23.614						
2013-08d	00 : 44 : 47.39	 + 41 : 22 : 13.6	2	N	2456517.92	16.6		w			PNV J00444739+4122136	99	99	22.926	99	99	22.255				99	99	22.233	99	99	22.087
2013-08c	00 : 45 : 22.82	 + 41 : 31 : 58.9	2	N	2456517.17	16.7		R			PNV J00452282+4131589	99	99	22.761	99	99	21.484				99	99	22.012	99	99	21.333
2013-08b	00 : 42 : 49.74	 + 41 : 17 : 30.3	1	N	2456516.61	16.4	0.15	R	23.4	9	PNV J00424974+4117303 Hornoch122	99	99	23.055	99	99	22.196	99	99	22.188	99	99	21.651	99	99	21.059
2013-08a	00 : 42 : 21.37	 + 41 : 13 : 00.4	1	N	2456511.61	17.6	0.15	R	8.7	1.4	PNV J00422137+4113004 iPTF13cpb	99	99	23.674	99	99	22.968	99	99	22.92	99	99	22.083	99	99	21.526
2013-06b	00 : 42 : 59.87	 + 41 : 20 : 37.9	1	N	2456466.52	16.23	0.08	R	21.9	7	PNV J00425987+4120379 Hornoch121	99	99	23.624	99	99	22.931	99	99	22.934	99	99	22.083	99	99	21.526
2013-06a	00 : 42 : 48.94	 + 41 : 15 : 16.3	1	N	2455457.55	17.1	0.25	R	12.3	4.6	PNV J00424894+4115163 Hornoch120	99	99	22.857	99	99	22.102	99	99	22.039	99	99	21.628	99	99	20.603
2013-06c	00 : 42 : 09.45	 + 40 : 55 : 21.6	3	N	2456449.95	18.1		r				99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
2013-05b	00 : 42 : 55.63	 + 41 : 14 : 12.5	1	N	2456439.65	17.8	0.1	R	4.7	0.2	RN M31N 1960-12a Hornoch119	99	99	23.629	99	99	22.825	99	99	22.946	99	99	22.004	99	99	21.46
